Distance,Distance_36k,Line,ANTOSTRAT_basement,bedmap2_bed,Susc,Window_Width,x,y,Depth,Depth_filtered,Depth_36k,binned,counts,oib_basement,oib_basement_filt,filt_clip,misfit,abs_misfit
83000.0,72000.0,403.1,-3284.145357295815,-493.881926479529,1.484945091903835,6907.846214499999,-351896.51668534253,-1370579.1204600502,-3960.550048656155,-3960.550048656155,-3552.3673378955627,0.0,16.0,-3521.833972162741,-3503.543136984943,-3503.543136984943,219.39777968912813,219.39777968912813
88000.0,72000.0,403.1,-3281.6870369967673,-488.2698268780785,1.4112840432193725,8163.8182535,-348871.55825066677,-1371981.181634165,-4106.828979315147,-4106.828979315147,-3553.811966394862,0.0,16.0,-3554.2692835630005,-3536.005031507861,-3536.005031507861,254.31799451109373,254.31799451109373
93000.0,72000.0,403.1,-3291.8089659579646,-482.0877275576818,2.23396030542394,4395.9021365,-342061.53952679026,-1375574.6743917824,-5030.428954869065,-5030.428954869065,-3570.5452410267853,0.0,16.0,-3585.169647697003,-3567.6728692749925,-3567.6728692749925,275.86390331702796,275.86390331702796
98000.0,72000.0,403.1,-3353.285205912085,-477.559222662293,4.19361040145256,3139.9300975,-337286.592812244,-1378350.907457355,-5605.143554458515,-5605.143554458515,-3578.008477303254,0.0,16.0,-3614.5350645647477,-3597.8057597758657,-3597.8057597758657,244.5205538637806,244.5205538637806
103000.0,72000.0,403.1,-3422.52242912822,-471.457972436376,4.347176419006375,4395.9021365,-333164.9847504915,-1380754.5566230551,-5188.653320097955,-5188.653320097955,-3585.4717135797223,0.0,16.0,-3642.365534166236,-3627.687152442719,-3627.687152442719,205.1647233144986,205.1647233144986
108000.0,90000.0,403.1,-3535.2563278386497,-463.33933367127497,17.89731154820306,6279.860195,-329517.851587628,-1382923.85248559,-7046.937743861655,-7046.937743861655,-3645.1776037914688,0.0,25.5,-3668.6610565014685,-3659.883946140022,-3659.883946140022,124.62761830137242,124.62761830137242
113000.0,108000.0,403.1,-3758.0216426196503,-495.65359614293095,5.934398607659944,5023.888156,-324505.2895560945,-1385846.0631162,-4569.239501760056,-4569.239501760056,-3779.515856767899,0.0,35.0,-3701.122328163858,-3696.9630397322476,-3696.9630397322476,-61.058602887402685,61.058602887402685
118000.0,108000.0,403.1,-3888.385582149855,-512.676132298036,1.79607819466195,6907.846214499999,-321571.7047773485,-1387566.08577656,-3891.62939436167,-3891.62939436167,-3786.979093044368,0.0,35.0,-3747.45004574682,-3741.4913320838664,-3741.4913320838664,-146.89425006598867,146.89425006598867
123000.0,108000.0,403.1,-4093.4319000039504,-526.4415633334277,2.1582778118458252,6279.860194999999,-315843.13180264697,-1390932.8412767048,-5499.880981219974,-5499.880981219974,-3846.6849832561147,0.0,35.0,-3807.644209250354,-3796.03572205935,-3796.03572205935,-297.39617794460037,297.39617794460037
128000.0,108000.0,403.1,-4230.82298206869,-522.0693770207793,1.786345184686555,7535.8322339999995,-310602.969201579,-1393996.734442735,-6700.251342506484,-6700.251342506484,-3856.2430439284944,0.0,35.0,-3881.70481867446,-3863.1631085231706,-3863.1631085231706,-367.65987354551953,367.65987354551953
133000.0,108000.0,403.1,-4306.421118303895,-520.5785889037275,1.56979983550792,8791.804273,-307327.5130037835,-1395901.045514165,-7304.562987993349,-7304.562987993349,-3867.895928996787,0.0,35.0,-3969.631874019139,-3944.1569409075623,-3944.1569409075623,-362.2641773963328,362.2641773963328
138000.0,108000.0,403.1,-4317.465988523095,-523.612406898704,5.366507359697341,7535.8322339999995,-303669.8861736735,-1398035.883791545,-8334.4111324889,-8334.4111324889,-3891.201699133371,0.0,35.0,-4071.42537528439,-4037.1507898033365,-4037.1507898033365,-280.3151987197584,280.3151987197584
143000.0,108000.0,403.1,-4312.1138536035905,-525.7538561770434,1.3324361756739451,5023.888156,-298675.3180965105,-1400986.6118414002,-4184.49536114839,-4184.49536114839,-3926.160354338247,0.0,35.0,-4187.085322470213,-4136.428715144845,-4136.428715144845,-175.6851384587453,175.6851384587453
148000.0,144000.0,403.1,-4319.20472419632,-529.582729452021,5.57243669002381,7535.8322339999995,-294367.2987267225,-1403569.30421599,-6127.83764623727,-6127.83764623727,-4031.0363199528765,0.0,67.0,-4305.413139121464,-4236.15812502837,-4236.15812502837,-83.04659916795026,83.04659916795026
153000.0,144000.0,403.1,-4337.46874186552,-530.526599364237,2.75103737625641,8163.8182535,-290149.4057380195,-1405989.76826026,-4869.170409952775,-4869.170409952775,-4229.135366113843,0.0,67.0,-4403.311761299409,-4330.506427550186,-4330.506427550186,-6.96231431533397,6.96231431533397
158000.0,144000.0,403.1,-4423.310998777455,-531.177597144597,18.1277505233385,6279.860195,-285742.639671664,-1408541.9266482252,-8817.084960597149,-8817.084960597149,-4357.3171018650555,0.0,67.0,-4480.081277975601,-4413.641030806575,-4413.641030806575,-9.669967970879952,9.669967970879952
163000.0,144000.0,403.1,-4635.220807068266,-535.6708905110447,144.5331012433615,5651.8741755,-278739.607320717,-1412644.3160813467,-13838.042642714792,-13838.042642714792,-4526.450785941223,0.0,67.0,-4535.72168915004,-4479.7293428938165,-4479.7293428938165,-155.4914641744499,155.4914641744499
168000.0,144000.0,403.1,-4673.025841744683,-536.5881242504348,179.66476727582975,5651.8741755,-277550.7685881645,-1413324.9806000984,-15850.578938217945,-15850.578938217945,-4526.617636527155,0.0,67.0,-4570.232994822726,-4524.805201317379,-4524.805201317379,-148.2206404273038,148.2206404273038
173000.0,144000.0,403.1,-4829.32406447182,-542.799796310054,34.84041371706165,7535.8322339999995,-272527.0137316035,-1416362.702514585,-10401.06054647975,-10401.06054647975,-4528.53641826537,0.0,67.0,-4583.615194993658,-4549.690404966916,-4549.690404966916,-279.63365950490424,279.63365950490424
178000.0,153000.0,403.1,-4952.857405013888,-542.8678486121025,44.05204271800443,9419.7902925,-266618.6815431585,-1419733.727377635,-11112.011230048825,-11112.011230048825,-4534.4179014194615,0.0,55.25,-4575.868289662839,-4559.181479784147,-4559.181479784147,-393.67592522974064,393.67592522974064
183000.0,162000.0,403.1,-4979.719095992115,-543.832928754616,34.51214564790105,9419.7902925,-264159.543855848,-1421159.87549536,-10812.77441365295,-10812.77441365295,-4534.54303935891,0.0,43.5,-4552.622983196632,-4558.492040923113,-4558.492040923113,-421.22705506900274,421.22705506900274
188000.0,171000.0,403.1,-5006.580786970342,-544.7980088971294,24.972248577797675,9419.7902925,-261700.4061685375,-1422586.023613085,-10513.537597257075,-10513.537597257075,-4534.668177298359,0.0,31.75,-4537.027726878984,-4552.835703537858,-4552.835703537858,-453.74508343248453,453.74508343248453
193000.0,180000.0,403.1,-4998.805013265245,-554.2120615704847,29.9159748328113,9419.7902925,-255577.26891184924,-1426170.0016819201,-12750.354247570169,-12750.354247570169,-4536.044694632295,0.0,20.0,-4531.585055983839,-4547.426082782423,-4547.426082782423,-451.3789304828224,451.3789304828224
198000.0,180000.0,403.1,-4973.92104191616,-562.3115089617235,22.567535884641796,9419.7902925,-253666.0454475065,-1427290.43309365,-11481.44189409854,-11481.44189409854,-4536.294970511193,0.0,20.0,-4536.294970511193,-4547.476793810851,-4547.476793810851,-426.44424810530927,426.44424810530927
203000.0,180000.0,403.1,-4829.210517218675,-574.527405933396,2.8463395393223,6279.860194999999,-246859.027549925,-1431301.155012575,-5826.880370857075,-5826.880370857075,-4739.987413821047,0.0,20.0,-4551.157470461049,-4557.263001049457,-4557.263001049457,-271.94751616921803,271.94751616921803
208000.0,180000.0,403.1,-4632.25474267574,-571.3051961847133,3.9089442611206096,7745.160907166667,-241263.69029252234,-1434514.12958675,-8575.383463209713,-8575.383463209713,-4775.5527610656245,0.0,20.0,-4576.1725558334065,-4577.433414576778,-4577.433414576778,-54.82132809896211,54.82132809896211
213000.0,180000.0,403.1,-4583.00522840186,-580.1257836883707,2.50957972456149,8582.475599833333,-239749.66909258266,-1435455.28122223,-6373.103840890227,-6373.103840890227,-4782.019187837365,0.0,20.0,-4611.340226628265,-4610.362148271532,-4610.362148271532,27.3569198696714,27.3569198696714
218000.0,198000.0,403.1,-4437.0709740374605,-572.7532025437499,2.641661065413315,6907.846214499999,-233674.772888068,-1439020.61159688,-6492.245605209009,-6492.245605209009,-4856.383095712392,0.0,19.0,-4658.050208042919,-4658.944462961416,-4658.944462961416,221.87348892395585,221.87348892395585
223000.0,216000.0,403.1,-4360.490757528015,-551.420442760974,2.4237237257107,6279.860194999999,-229803.5151724185,-1441269.827153455,-6619.5444333295945,-6619.5444333295945,-4875.782376027615,0.0,18.0,-4729.157458152357,-4726.075619474131,-4726.075619474131,365.5848619461158,365.5848619461158
228000.0,216000.0,403.1,-4386.988780694655,-530.394686495652,5.469358480880166,7535.8322339999995,-225616.138768431,-1443688.505181985,-8105.242187184335,-8105.242187184335,-4914.580936658063,0.0,18.0,-4827.788858650498,-4814.650878637375,-4814.650878637375,427.6620979427198,427.6620979427198
233000.0,216000.0,403.1,-4419.790127980405,-513.503070970924,6.447409724108725,8791.804273,-221030.301627053,-1446333.2709039,-8680.567870758154,-8680.567870758154,-4953.379497288512,0.0,18.0,-4953.9444095373365,-4927.565501278851,-4927.565501278851,507.77537329844654,507.77537329844654
238000.0,216000.0,403.1,-4606.621031099345,-500.25524326481474,3.22377502337046,6593.85320475,-214269.1145714505,-1450322.79612078,-8142.873778979925,-8142.873778979925,-5650.906292494035,0.0,18.0,-5107.624110812876,-5067.48312736004,-5067.48312736004,460.8620962606956,460.8620962606956
243000.0,216000.0,403.1,-4718.91908616547,-511.14450728949055,2.96076209670976,7535.8322339999995,-211236.353260356,-1452076.6900304,-9272.52783167515,-9272.52783167515,-5667.209411389955,0.0,18.0,-5288.827962477118,-5234.623132686972,-5234.623132686972,515.7040465215023,515.7040465215023
248000.0,216000.0,403.1,-4831.217141231595,-522.0337713141663,2.69774917004906,8477.81126325,-208203.5919492615,-1453830.5839400198,-10402.181884370375,-10402.181884370375,-5683.512530285873,0.0,18.0,-5497.555964530058,-5418.725298399021,-5418.725298399021,587.5081571674264,587.5081571674264
253000.0,225000.0,403.1,-5119.487471171313,-532.9407787208878,2.1484178373535876,8791.804273,-201857.591578678,-1457507.6285239374,-10278.697143163718,-10278.697143163718,-5716.118768077712,0.0,16.5,-5731.997490113943,-5604.7010673482155,-5604.7010673482155,485.2135961769027,485.2135961769027
258000.0,234000.0,403.1,-5295.459746044905,-532.9585221029336,1.862099431318815,8163.8182535,-198544.352519189,-1459430.779198235,-9025.558349261835,-9025.558349261835,-5732.4218869736305,0.0,15.0,-5932.401852922796,-5777.461882386581,-5777.461882386581,482.0021363416763,482.0021363416763
263000.0,243000.0,403.1,-5471.432020918497,-532.9762654849792,1.5757810252840425,7535.832234,-195231.11345970002,-1461353.9298725326,-7772.419555359952,-7772.419555359952,-5748.72500586955,0.0,13.5,-6069.799023232503,-5921.919186366143,-5921.919186366143,450.48716544764557,450.48716544764557
268000.0,252000.0,403.1,-5823.1870618900375,-525.0344162919259,1.377356927094155,9105.79728275,-189504.6551236345,-1464690.6637890427,-7124.763793663649,-7124.763793663649,-6123.696740475691,0.0,12.0,-6144.189001043065,-6022.984422138926,-6022.984422138926,199.79736024888825,199.79736024888825
273000.0,252000.0,403.1,-6097.201619153692,-507.735501309376,1.173082692227025,8477.81126325,-186057.39805181348,-1466656.4877415276,-7985.09899871195,-7985.09899871195,-6113.9409787572795,0.0,12.0,-6155.571786354485,-6065.870803699917,-6065.870803699917,-31.330815453775358,31.330815453775358
278000.0,252000.0,403.1,-6432.823573523897,-507.3179998606933,3.412556362091647,7326.503560833334,-180898.79878744934,-1469668.6665468267,-8890.100911115467,-8890.100911115467,-5958.613647219696,0.0,12.0,-6103.947379166761,-6045.749992761765,-6045.749992761765,-387.0735807621322,387.0735807621322
283000.0,252000.0,403.1,-6569.337591202633,-516.5484723290997,5.783369987003093,7745.160907166666,-178218.53816685767,-1471230.9043251134,-9476.088541303483,-9476.088541303483,-5930.372314212862,0.0,12.0,-5989.315779479893,-5966.733218882713,-5966.733218882713,-602.60437231992,602.60437231992
288000.0,270000.0,403.1,-6737.75992279168,-529.3155931650981,3.29405294208121,8791.804273,-173514.0932546425,-1474031.214438695,-7523.09887665765,-7523.09887665765,-5690.320983654779,0.0,14.5,-5811.67698729388,-5837.0429411792575,-5837.0429411792575,-900.7169816124224,900.7169816124224
293000.0,288000.0,403.1,-6488.95772786372,-553.5636480853107,14.55255631881303,7535.8322339999995,-167773.5605390335,-1477395.16916443,-9681.486816035942,-9681.486816035942,-5118.433990266403,0.0,17.0,-5595.698379958199,-5664.901618767886,-5664.901618767886,-824.0561090958336,824.0561090958336
298000.0,288000.0,403.1,-6220.17382133259,-569.2421561338455,24.920489001901622,6907.846214499999,-164494.175883074,-1479278.29535893,-11094.722655830694,-11094.722655830694,-5097.252990511279,0.0,17.0,-5366.047334822327,-5458.5317107650935,-5458.5317107650935,-761.6421105674963,761.6421105674963
303000.0,288000.0,403.1,-5951.38991480146,-584.9206641823803,35.28842168499021,6279.860195,-161214.7912271145,-1481161.4215534301,-12507.958495625448,-12507.958495625448,-5076.071990756153,0.0,17.0,-5122.7238518862605,-5226.15567628737,-5226.15567628737,-725.2342385140901,725.2342385140901
308000.0,288000.0,403.1,-5197.436601432343,-599.3880069980337,24.97155994822547,3977.2447901666665,-153617.15453009767,-1485639.17517083,-10041.805663679701,-10041.805663679701,-4946.683750878911,0.0,17.0,-4865.727931150002,-4975.995974451208,-4975.995974451208,-221.4406269811352,221.4406269811352
313000.0,288000.0,403.1,-5076.144249722847,-599.0852156898134,19.800361343262132,3558.5874438333335,-152537.59151983334,-1486287.832026555,-9071.958495744575,-9071.958495744575,-4923.200509777295,0.0,17.0,-4595.059572613551,-4712.163834814853,-4712.163834814853,-363.9804149079946,363.9804149079946
318000.0,288000.0,403.1,-4709.13849093727,-603.785455020128,8.802317495685436,6907.846214499999,-149016.39860055898,-1488327.28449931,-5711.993407970434,-5711.993407970434,-4794.042683718405,0.0,17.0,-4310.718776276906,-4442.4494578129625,-4442.4494578129625,-266.68903312430757,266.68903312430757
323000.0,288000.0,403.1,-4289.79164534265,-611.028464929473,11.693764269463415,8163.8182535,-143940.887522687,-1491224.5927287051,-5530.29394508611,-5530.29394508611,-4441.794067194158,0.0,17.0,-4012.705542140069,-4190.710332276677,-4190.710332276677,-99.08131306597261,99.08131306597261
328000.0,324000.0,403.1,-4063.2540959244398,-612.0785558126395,1.122435241854295,5651.8741755,-139084.2200613435,-1494043.1808863198,-3485.922607266355,-3485.922607266355,-4300.8946205844595,0.0,38.0,-3747.7610728109853,-3981.2908345642995,-3981.2908345642995,-81.96326136014022,81.96326136014022
333000.0,324000.0,403.1,-3923.7133560205666,-617.0349748883604,42.22847645575996,6070.5315218333335,-133404.71546646435,-1497325.6207789502,-7394.4635413756405,-7394.4635413756405,-3960.3876246110212,0.0,38.0,-3612.289098668544,-3838.5353410341377,-3838.5353410341377,-85.17801498642893,85.17801498642893
338000.0,324000.0,403.1,-3902.9612676868333,-617.2606011116286,83.23878879596198,6489.188868166667,-131152.68061164767,-1498607.10860326,-11051.410969634271,-11051.410969634271,-3936.904383509405,0.0,38.0,-3609.210944875742,-3786.788228044496,-3786.788228044496,-116.17303964233724,116.17303964233724
343000.0,324000.0,403.1,-4094.56385684633,-631.751761032067,2.397297191350135,5651.8741755,-125888.193081187,-1501751.733440545,-3842.38012678525,-3842.38012678525,-3935.5394925342707,0.0,38.0,-3738.5266114325796,-3850.3938719536795,-3850.3938719536795,-244.16998489265052,244.16998489265052
348000.0,324000.0,403.1,-4476.856559732505,-631.280826163071,3.16835557355503,6907.846214499999,-120985.40336080201,-1504556.43818291,-5017.2197263539,-5017.2197263539,-5523.118628813278,0.0,38.0,-4000.236098339056,-4045.9064486853363,-4045.9064486853363,-430.9501110471688,430.9501110471688
353000.0,324000.0,403.1,-4795.82292610542,-629.276556452983,1.6389529260015352,6907.846214499999,-117253.157994598,-1506707.9580611698,-4595.333984181025,-4595.333984181025,-5803.279652862515,0.0,38.0,-4394.33940559517,-4366.55858646068,-4366.55858646068,-429.2643396447402,429.2643396447402
358000.0,333000.0,403.1,-5253.83799170591,-613.8607931671311,10.566105692404786,4395.9021365,-112278.80889326599,-1509605.4424060825,-7806.5729977415685,-7806.5729977415685,-6340.254948956885,0.0,30.75,-4920.836533200925,-4775.272959938184,-4775.272959938184,-478.5650317677264,478.5650317677264
363000.0,342000.0,403.1,-5548.64405404924,-605.367737253335,13.90700904057269,5651.874175499999,-108839.308905121,-1511584.378721905,-7912.367675472276,-7912.367675472276,-6363.601700960988,0.0,23.5,-5536.201925320611,-5231.748128529227,-5231.748128529227,-316.8959255200134,316.8959255200134
368000.0,351000.0,403.1,-5843.45011639257,-596.8746813395389,17.247912388740595,6907.846214499999,-105399.808916976,-1513563.3150377276,-8018.162353202983,-8018.162353202983,-6386.948452965091,0.0,16.25,-6061.497185740761,-5695.682651645191,-5695.682651645191,-147.76746474737865,147.76746474737865
373000.0,360000.0,403.1,-6321.689091149659,-556.303855319115,42.55657349110725,8163.8182535,-98729.2128983546,-1517465.1236012098,-10435.76904257228,-10435.76904257228,-6643.762725010223,0.0,9.0,-6477.377622978838,-6126.775088697458,-6126.775088697458,-194.9140024522012,194.9140024522012
378000.0,360000.0,403.1,-6418.910284495199,-577.021850561753,54.34090309848355,6907.8462145,-93549.98181437884,-1520466.552754745,-10793.443847247381,-10793.443847247381,-6783.843237034842,0.0,9.0,-6783.843237034842,-6484.723999097409,-6484.723999097409,65.81371460220998,65.81371460220998
383000.0,360000.0,403.1,-6429.55707090504,-596.8677555118795,46.578278056536575,6907.8462145,-91925.36521031367,-1521406.1824104975,-9502.430907839022,-9502.430907839022,-6774.129426000022,0.0,9.0,-6980.894027908773,-6736.482201562377,-6736.482201562377,306.9251306573369,306.9251306573369
388000.0,369000.0,403.1,-6428.086377234943,-635.95969727809,29.2009749676409,7535.8322339999995,-86891.7750301058,-1524315.8269845776,-7621.689330755796,-7621.689330755796,-6701.275843238876,0.0,12.75,-7068.529995600631,-6879.931923658832,-6879.931923658832,451.84554642388866,451.84554642388866
393000.0,378000.0,403.1,-6420.583691826356,-648.6888631361339,22.3195261189856,6907.846214499999,-83904.15370337889,-1526045.724949005,-7243.905029011081,-7243.905029011081,-6696.418937721466,0.0,16.5,-7046.7511401104175,-6926.413179225776,-6926.413179225776,505.82948739942003,505.82948739942003
398000.0,387000.0,403.1,-6413.081006417768,-661.418028994178,15.4380772703303,6279.860195,-80916.532376652,-1527775.6229134325,-6866.120727266365,-6866.120727266365,-6691.562032204057,0.0,20.25,-6922.195518319495,-6889.755253432716,-6889.755253432716,476.6742470149484,476.6742470149484
403000.0,396000.0,403.1,-6392.5194479238535,-674.9146571584197,37.122668946451704,5651.8741755,-73047.01994465117,-1532423.6713062967,-11778.626952682002,-11778.626952682002,-6369.387299549212,0.0,24.0,-6756.265156380495,-6783.787431449166,-6783.787431449166,391.26798352531296,391.26798352531296
408000.0,396000.0,403.1,-6400.509956944316,-676.6463617306043,52.40810016139601,6907.846214499999,-70733.93272062243,-1533725.7265882634,-14435.6132807149,-14435.6132807149,-6362.911425525998,0.0,24.0,-6563.895682276487,-6622.338998444637,-6622.338998444637,221.82904150032027,221.82904150032027
413000.0,396000.0,403.1,-6346.6660289459205,-684.6541137151535,6.29345594668339,9419.7902925,-65749.15545546764,-1536582.4904519725,-7748.245849306097,-7748.245849306097,-6307.866496328688,0.0,24.0,-6345.087096007474,-6419.239239588638,-6419.239239588638,72.57321064271764,72.57321064271764
418000.0,396000.0,403.1,-6244.180064960645,-682.0342961702935,7.530004074849391,6907.846214499999,-61620.0727511996,-1538950.0981869102,-9847.51513634267,-9847.51513634267,-6146.521126635621,0.0,24.0,-6099.839397573452,-6187.21109723712,-6187.21109723712,-56.968967723524656,56.968967723524656
423000.0,396000.0,403.1,-6049.462391601515,-661.1042492772615,6.13872240488023,5651.8741755,-57922.293569156405,-1541101.0476625501,-10549.4355464746,-10549.4355464746,-6045.4334208634555,0.0,24.0,-5828.152586974425,-5928.743842720596,-5928.743842720596,-120.71854888091912,120.71854888091912
428000.0,408000.0,403.1,-5537.718882108494,-634.067293892559,4.09078458162216,6907.8462145,-53371.4487124959,-1543734.78837521,-9293.686848601496,-9293.686848601496,-5961.193666053318,0.0,17.666666666666668,-5530.026664210389,-5643.837476039065,-5643.837476039065,106.11859393057148,106.11859393057148
433000.0,420000.0,403.1,-5149.7035123872165,-617.932748653827,3.1524120178760704,6907.8462145,-50023.8187461607,-1545644.06556416,-8662.708658519194,-8662.708658519194,-5927.497764129263,0.0,11.333333333333334,-5205.461629281349,-5332.4919971925265,-5332.4919971925265,182.78848480530996,182.78848480530996
438000.0,432000.0,403.1,-4253.55581876797,-578.9253071573783,4.645038379821236,9001.132946166666,-42936.6969861688,-1549808.44511408,-9802.105305615107,-9802.105305615107,-5759.018254508987,0.0,5.0,-4854.457482187299,-4994.707406180982,-4994.707406180982,741.1515874130118,741.1515874130118
443000.0,432000.0,403.1,-3968.90688129866,-562.1130228726477,3.0294287187661433,8582.475599833333,-40842.8991571149,-1551014.2001419,-8122.569010100413,-8122.569010100413,-5725.322352584933,0.0,5.0,-4477.0142229282455,-4632.549320726928,-4632.549320726928,663.6424394282681,663.6424394282681
448000.0,432000.0,403.1,-3516.969267503123,-539.9814385592786,1.4169843380467078,6907.846214499999,-37015.4579473473,-1553219.5792515676,-6192.2991940865995,-6192.2991940865995,-5641.082597774795,0.0,5.0,-4073.1318515041835,-4256.575342523135,-4256.575342523135,739.6060750200122,739.6060750200122
453000.0,438000.0,403.1,-2837.0790339903815,-540.916413988351,1.3986617998183668,3139.9300975,-28665.8431412738,-1558041.7140033185,-4841.06184875584,-4841.06184875584,-5323.208060236115,0.0,8.166666666666666,-3655.204074250104,-3878.2611255834818,-3878.2611255834818,1041.1820915931003,1041.1820915931003
458000.0,444000.0,403.1,-2659.054829456323,-557.8092895033391,1.3708434205830533,3139.9300975,-25517.1584773414,-1559864.9765095266,-4242.02506492244,-4242.02506492244,-5285.0179624286,0.0,11.333333333333332,-3274.182794987631,-3509.082323921846,-3509.082323921846,850.027494465523,850.027494465523
463000.0,450000.0,403.1,-2481.030624922265,-574.702165018327,1.34302504134774,3139.9300975,-22368.473813409,-1561688.239015735,-3642.98828108904,-3642.98828108904,-5246.8278646210865,0.0,14.5,-2935.576327643425,-3160.514591552108,-3160.514591552108,679.483966629843,679.483966629843
468000.0,456000.0,403.1,-2303.0064203882066,-591.595040533315,1.3152066621124268,3139.9300975,-19219.7891494766,-1563511.5015219434,-3043.95149725564,-3043.95149725564,-5208.637766813573,0.0,17.666666666666664,-2639.3846722174867,-2844.0335824881463,-2844.0335824881463,541.0271620999397,541.0271620999397
473000.0,462000.0,403.1,-2124.9822158541483,-608.4879160483031,1.2873882828771133,3139.9300975,-16071.104485544201,-1565334.7640281515,-2444.91471342224,-2444.91471342224,-5170.447669006058,0.0,20.833333333333332,-2385.607828709817,-2569.0493330213426,-2569.0493330213426,444.0671171671943,444.0671171671943
478000.0,468000.0,403.1,-1827.71622863521,-623.636098538148,7.043752946275905,8791.804273,-9959.6739018384,-1568833.8507690402,-5313.797851343616,-5313.797851343616,-3871.984343550582,0.0,24.0,-2174.2457971204144,-2336.4798954728058,-2336.4798954728058,508.7636668375958,508.7636668375958
483000.0,468000.0,403.1,-1753.4620976911701,-626.3921069890534,2.3177238969942,8791.804273,-5249.001184630781,-1571648.0060199802,-3958.772949046845,-3958.772949046845,-2268.0002356349933,0.0,24.0,-2005.2985774492795,-2146.325269842537,-2146.325269842537,392.86317215136705,392.86317215136705
488000.0,468000.0,403.1,-1687.48927311658,-644.8795456596395,1.1571603493184601,4395.9021365,-839.1966238053124,-1574182.73052731,-2672.921264521105,-2672.921264521105,-1921.3884718835816,0.0,24.0,-1878.7661696964124,-1998.5854561305366,-1998.5854561305366,311.09618301395653,311.09618301395653
493000.0,468000.0,403.1,-1697.6971613343333,-639.1979932967563,1.26404258350778,3558.5874438333335,3701.479357991824,-1576770.4289173633,-2634.7862954469065,-2634.7862954469065,-1917.842947625621,0.0,24.0,-1794.6485738618135,-1893.2604543368034,-1893.2604543368034,195.56329300247012,195.56329300247012
498000.0,468000.0,403.1,-1723.2165430429168,-630.1348296622717,1.2493426225917101,3977.2447901666665,7056.836067951963,-1578697.3634326868,-2447.555012901313,-2447.555012901313,-1917.1983068514464,0.0,24.0,-1752.9457899454821,-1827.975626952755,-1827.975626952755,104.75908390983818,104.75908390983818
